13	87
33
0	0
0
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	109	110	20	20	20	20	20	20	51	52	53	54	54	54	55	56	91	49	50	54	54	54	55	56	57	20	20	20	20	51	52	53	54	54	54	55
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	149	149	83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	182	182	116	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	78	79	20	20	20	20	20	20	20	20	20	20	20	20	143	82	149	149	83	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	138	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	110	111	20	20	20	20	20	20	20	20	20	20	20	20	20	143	115	182	182	116	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	138	138	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	148	149	149	149	83	20	20	20	20	20	47	48	47	48	47	48	20	20	20
76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	47	48	47	48	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	181	182	182	182	116	20	20	20	20	20	80	81	80	81	80	81	20	20	20
76	76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	1	2	2	2	3	80	81	80	81	175	176	177	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	82	149	149	149	4	10	5	5	5	5	5	5	5	5	5	5	5	6
76	76	76	76	76	76	76	76	76	76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	34	36	35	1	2	2	2	2	2	2	2	3	20	20	20	20	20	20	20	20	20	20	20	20	143	20	115	115	182	182	4	5	5	5	5	5	5	5	5	5	5	5	5	6
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	67	68	68	235	36	235	235	36	235	235	36	37	38	20	20	20	20	20	20	20	20	20	20	20	143	20	148	149	149	149	4	5	5	5	5	5	5	5	5	5	5	5	5	6
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	1	2	3	68	68	68	68	68	68	68	68	68	68	68	71	38	20	20	20	20	20	20	20	20	20	175	176	177	181	182	182	182	138	138	41	41	42	7	5	5	8	40	41	41	138	138
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	100	101	101	101	101	101	101	101	101	101	101	101	101	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	34	35	35	35	35	35	35	35	35	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35	36	35	35
