0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,23,37,37,37,37,37,37,37,37,37,38,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,23,37,37,37,37,37,37,37,37,37,37,37,37,37,37,23,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,291,292,293,138,137,138,291,292,293,138,137,138,137,138,137,22,0,
0,24,13,14,11,12,13,14,11,12,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,291,292,293,124,123,124,291,292,293,124,123,124,123,124,123,22,0,
0,24,41,42,39,40,42,41,39,40,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,291,292,293,138,137,138,291,292,293,138,137,138,137,138,137,22,0,
0,24,25,26,27,28,25,26,27,28,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,291,292,293,124,123,124,291,292,293,124,123,124,123,124,123,22,0,
0,24,39,40,41,42,39,40,41,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,291,264,293,138,137,138,291,264,293,138,137,138,137,53,54,22,0,
0,24,27,28,25,26,27,28,25,26,46,46,46,46,46,46,46,46,46,46,93,94,46,46,93,94,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,291,292,293,124,123,124,277,278,279,163,164,164,277,278,279,124,123,124,123,67,68,22,0,
0,24,41,42,39,40,41,42,39,40,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,52,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,22,24,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,161,0,162,138,137,138,291,292,293,177,178,178,291,292,293,138,137,138,137,253,254,22,0,
0,24,25,26,8,9,9,10,27,28,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,124,123,124,123,124,123,124,123,124,123,124,123,124,123,36,38,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,123,124,291,292,293,163,164,164,291,292,293,177,178,178,291,292,293,163,164,164,164,267,268,22,0,
0,24,39,40,22,23,23,24,41,42,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,138,137,120,121,121,122,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,137,138,193,138,137,194,137,138,193,138,137,194,137,138,137,138,291,292,293,177,178,178,291,292,293,177,178,178,291,292,293,177,178,50,81,81,81,23,0,
0,63,64,64,65,23,23,63,64,64,64,10,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,52,46,46,46,46,50,51,46,46,46,52,46,46,46,52,46,46,46,52,46,46,46,46,46,46,22,24,124,123,82,83,83,84,124,123,124,123,124,123,124,123,124,123,124,123,124,179,180,123,124,179,180,123,124,66,124,123,66,123,124,66,124,123,66,123,124,123,124,291,292,293,177,178,178,291,292,293,177,178,178,291,292,293,177,178,0,0,127,129,22,0,
0,23,37,37,37,37,37,37,37,37,37,38,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,24,138,137,22,23,23,24,138,137,120,121,121,121,121,121,121,121,122,137,138,253,254,137,138,53,54,137,138,234,138,137,235,137,138,234,138,137,235,137,138,120,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,122,128,22,0,
0,24,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,50,51,46,46,22,24,249,248,22,23,23,24,249,248,82,83,83,83,83,83,83,83,84,248,249,267,268,248,249,67,68,248,249,248,249,248,249,248,249,248,249,248,249,248,249,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,128,22,0,
0,24,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,100,100,100,100,100,100,100,100,100,100,100,216,87,128,85,0,
