11	117
33
0	0
9
31	300	212	311	410	111
32	300	213	312	411	112
33	300	214	313	412	113
34	300	245	344	443	144
35	300	246	345	444	145
36	300	247	346	445	146
37	300	278	377	476	20
38	300	279	378	477	178
39	300	280	379	478	179
76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3100	3200	3300	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3100	3200	3300	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3100	3200	3300	20	20	20	20	20	20	20	20	20	20	20	20	3400	3500	3600	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3400	3500	3600	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3400	3500	3600	20	20	20	20	20	20	20	20	20	20	20	20	20	3800	3900	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3800	3900	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3800	3900	20	20	20	20	20	20	20	20	20	20	20	20	20	20	110	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	110	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	76	76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	110	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	40	41	41	138	138	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
76	73	76	76	76	76	76	20	20	20	76	76	76	76	76	76	76	76	76	76	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	78	79	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	43	44	45	20	20	20	20	20	20	20	20	20
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	110	111	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	7	11	5	11	5	8	20	20	20	20	20	109	77	111	20	20	20	20	20	20	20	20	20
76	73	76	20	20	20	20	76	76	76	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	143	20	20	20	20	20	4	5	5	5	5	5	5	5	12	5	11	5	5	5	5	5	5	5	6	20	20	4	5	5	5	5	5	5	5	12	5	11	5	5	5	5	5	11	5	6	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20
76	73	76	20	20	20	20	20	20	20	20	20	20	20	20	76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	78	79	143	20	20	20	20	20	17	18	19	19	19	19	19	19	19	58	19	19	19	19	19	19	19	24	25	20	20	17	18	19	19	19	19	19	19	19	58	19	19	19	19	19	19	19	24	25	20	20	20	20	20	20	20	20	143	20	20	20	20	20	20	20	20	20	20
