# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	Assets\Images\gimmick.png	0	0	254
2	Assets\Images\enemies.png	57	189	254
3 	Assets\Images\bosses.jpg	0	0	254
4 	Assets\Images\hazards.png	204	102	185
5 	Assets\Images\prizes.png	60	188	253
6 	Assets\Images\items.png		1	2	3
10	Assets\Images\stage1.png	215	121	214

# id	left	top	right	bottom	texture_id
[SPRITES]
	# gimmick				
	# RIGHT				
	# standing still				
100101	417	0	442	25	1
100102	442	0	467	25	1
	# walking				
100201	417	25	442	50	1
100202	442	25	467	50	1
100203	467	25	492	50	1
100204	492	25	517	50	1
100205	517	25	542	50	1
100206	542	25	567	50	1
	# jumping				
100301	417	50	442	75	1
	# sliding				
100302	442	50	467	75	1
	# getting damaged				
100401	417	75	442	100	1
100402	442	75	467	100	1
100403	467	75	492	100	1
100404	492	75	517	100	1
100405	517	75	542	100	1
100406	542	75	567	100	1
100407	567	75	592	100	1
100408	592	75	617	100	1
100409	617	75	642	100	1
100410	642	75	667	100	1
100411	667	75	692	100	1
			
	#empty
100303	550	50	467	75	1

	# stars				
	# small				
100601	426	144	436	154	1
100602	438	144	448	154	1
					
	#big				
100603	528	176	559	207	1
100604	560	176	591	207	1
100605	592	176	623	207	1
100606	624	176	655	207	1
100607	656	176	687	207	1
100608	528	208	559	239	1
100609	560	208	591	239	1
100610	592	208	623	239	1
100611	624	208	655	239	1
100612	656	208	687	239	1
					
	# normal				
100613	702	145	718	161	1
100614	720	145	736	161	1
					
	# smoke				
100615	741	145	757	161	1
100616	759	145	775	161	1
100617	777	145	793	161	1
100618	795	145	811	161	1
100619	813	145	827	161	1
					
	# bomb				
101001	419	224	435	240	1
					
	#tiny stars				
101002	436	229	444	237	1
101004	448	229	456	237	1
101006	462	229	470	237	1
101008	481	229	489	237	1
	
	# LEFT				
	# idle
110101	392	0	417	25	1
110102	367	0	392	25	1
	# walking				
110201	392	25	417	50	1
110202	367	25	392	50	1
110203	342	25	367	50	1
110204	317	25	342	50	1
110205	292	25	317	50	1
110206	267	25	292	50	1
	# jumping				
110301	392	50	417	75	1
	# sliding				
110302	367	50	392	75	1
	# getting damaged				
110401	392	75	417	100	1
110402	367	75	392	100	1
110403	342	75	367	100	1
110404	317	75	342	100	1
110405	292	75	317	100	1
110406	267	75	292	100	1
110407	242	75	267	100	1
110408	217	75	242	100	1
110409	192	75	217	100	1
110410	167	75	192	100	1
110411	142	75	167	100	1

	# stars				
	# small				
110601	398	144	408	154	1
110602	386	145	396	155	1
					
	#big				
110603	362	148	382	158	1
110604	340	149	360	159	1
110605	317	150	338	160	1
110606	294	151	315	161	1
110607	270	152	292	162	1
110608	246	153	268	163	1
110609	218	154	244	164	1
110610	190	155	216	165	1
110611	162	156	188	166	1
110612	134	157	160	167	1
					
	# normal				
110613	116	160	132	170	1
110614	98	161	114	171	1
					
	# smoke				
110615	77	164	510	174	1
110616	59	165	75	175	1
110617	41	166	57	176	1
110618	23	167	39	177	1
110619	7	168	21	178	1
					
	# bomb				
111001	399	171	415	181	1
					
	#tiny stars				
111002	390	174	398	184	1
111004	378	175	386	185	1
111006	364	176	372	186	1
111008	345	177	353	187	1
	
	# small black bugs				
200101	698	1	714	17	2
200102	716	1	732	17	2
200103	734	1	750	17	2
200104	752	1	768	17	2
	# small black bugs				
210101	678	1	694	17	2
210102	660	1	676	17	2
210103	642	1	658	17	2
210104	624	2	640	17	3

	#small black bugs with antennas				
200301	698	39	714	61	2
200302	716	39	732	61	2
200303	734	39	750	61	2
200304	752	39	768	61	2
	#small black bugs with antennas				
210301	678	39	694	61	2
210302	660	39	676	61	2
210303	642	39	658	61	2
210304	624	39	640	61	2

	#electric emission				
200305	875	39	888	52	2
200306	892	39	905	52	2					
200307	469	55	501	86	2
200308	891	55	923	86	2
	#electric emission				
210305	504	39	517	52	2
210306	487	39	500	52	2
210307	891	55	923	86	2
210308	469	55	501	86	2

	#pink worm				
200601	698	314	721	328	2
200602	723	314	746	328	2
	#pink worm				
210601	671	314	694	328	2
210602	646	314	669	328	2

	#green turtle				
200603	765	309	789	328	2
200604	787	309	811	328	2
200605	809	309	833	328	2
200606	831	309	855	328	2
200607	857	309	877	328	2
200608	891	312	911	331	2
200609	913	312	933	331	2
200610	935	312	955	331	2
200611	957	312	977	331	2
	#green turtle				
210603	603	309	627	328	2
210604	581	309	605	328	2
210605	559	309	583	328	2
210606	537	309	561	328	2
210607	515	309	535	328	2		
210608	481	312	501	331	2
210609	459	312	479	331	2
210610	437	312	457	331	2
210611	415	312	435	331	2

	#green fat stuff				
200701	698	371	721	400	2
200702	723	371	747	400	2
200703	749	371	778	400	2
200704	802	371	826	400	2
200705	828	371	852	400	2
200706	854	371	878	400	2
200707	896	371	919	400	2
200708	921	371	945	400	2
200709	947	371	976	400	2
200710	1000	371	1024	400	2
200711	1026	371	1050	400	2
200712	1052	371	1075	400	2
200713	1077	371	1101	400	2
200714	1103	371	1132	400	2
200715	1156	371	1180	400	2
200716	1182	371	1206	400	2
200717	1208	371	1231	400	2
200718	1233	371	1257	400	2
200719	1259	371	1288	400	2
200720	1312	371	1336	400	2
200721	1338	371	1362	400	2

	# long neck bird 696				
200801	701	423	726	455	2
200802	728	423	756	455	2
200803	758	423	792	455	2
					
200804	825	409	851	455	2
					
200805	868	420	920	451	2
200806	921	420	969	451	2
200807	970	420	1018	451	2

	# long neck bird 696				
210801	666	423	691	455	2
210802	636	423	664	455	2
210803	600	423	634	455	2
					
210804	541	409	567	455	2
					
210805	472	420	524	451	2
210806	423	420	471	451	2
210807	374	420	422	451	2

	#green fat stuff				
210701	671	371	694	400	2
210702	645	371	669	400	2
210703	614	371	643	400	2
210704	566	371	590	400	2
210705	540	371	564	400	2
210706	514	371	538	400	2
210707	473	371	496	400	2
210708	447	371	471	400	2
210709	416	371	445	400	2
210710	368	371	392	400	2
210711	342	371	366	400	2
210712	317	371	340	400	2
210713	291	371	315	400	2
210714	260	371	289	400	2
210715	212	371	236	400	2
210716	186	371	210	400	2
210717	161	371	184	400	2
210718	135	371	159	400	2
210719	104	371	133	400	2
210720	56	371	80	400	2
210721	30	371	54	400	2

	#hanging machine 				
400101	3	1	17	19	4
400102	20	1	34	19	4
400103	37	1	51	19	4
400104	54	1	68	19	4
400105	71	1	85	19	4

	#gun machine				
400201	85	2	101	18	4
400202	102	2	118	18	4

	#shell				
400301	85	22	101	38	4
400302	102	22	118	38	4

	#wheel gun machine				
400501	124	116	148	146	4
400502	155	116	179	146	4
400503	186	116	210	146	4
400504	217	116	241	146	4

	#boat				
400401	210	65	258	81	4

	#elevator				
400601	10	154	48	222	4
400602	52	154	90	230	4
400603	94	154	132	232	4
400604	135	154	143	163	4
400605	135	164	143	173	4
400606	135	174	143	183	4
400607	135	184	143	193	4

	# giant black bug 873				
300101	878	29	910	61	3
300102	914	29	946	61	3
					
300103	950	22	982	61	3
					
300201	878	65	910	97	3
300202	914	65	946	97	3
300203	950	65	982	97	3
300204	986	65	1018	97	3
					
300301	878	98	912	145	3
300302	914	98	948	145	3
300303	950	98	984	145	3
	# antennas				
300001	876	2	901	16	3
300002	903	2	928	16	3
300003	930	2	955	16	3
300004	957	2	982	16	3
	# giant black bug 873			
310101	836	29	868	61
310102	800	29	832	61
				
310103	764	22	796	61
				
310201	836	65	868	97
310202	800	65	832	97
310203	764	65	796	97
310204	728	65	760	97
				
310301	834	98	868	145
310302	798	98	832	145
310303	762	98	796	145
	# antennas			
310001	845	2	870	16
310002	818	2	843	16
310003	791	2	816	16
310004	764	2	789	16

	#giant brown				
300401	877	171	910	204	3
300402	912	171	945	204	3
300403	947	171	980	204	3
300404	982	171	1015	204	3
					
300501	878	207	924	238	3
300502	929	207	975	238	3
					
300601	877	242	910	275	3
300602	912	242	945	275	3
