12	64
14
23	37	37	37	37	37	37	37	37	37	37	37	37	37	37	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	178	293	0	0	0	291	292	293	0	0	0	0	0	0	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	178	293	0	0	0	291	292	293	0	0	0	0	0	0	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	292	293	0	0	0	291	292	293	0	0	0	0	0	0	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	178	293	0	0	0	291	292	293	0	0	0	0	0	0	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	264	293	0	0	0	291	264	293	0	0	0	0	53	54	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	292	293	0	0	0	277	278	279	163	164	164	277	278	279	0	0	0	0	67	68	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	162	0	0	0	291	292	293	163	178	178	291	292	293	0	0	0	0	253	254	22	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	292	293	163	164	164	291	292	293	163	178	178	291	292	293	163	164	164	164	267	268	22	
24	0	0	120	121	121	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	292	293	163	178	178	291	292	293	163	178	178	291	292	293	163	178	50	81	81	81	23	
24	0	0	82	83	83	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	66	0	0	66	0	0	66	0	0	0	0	291	292	293	163	178	178	291	292	293	163	178	178	291	292	293	163	178	0	0	127	129	22	
24	0	0	22	23	23	24	0	0	120	121	121	121	121	121	121	121	122	0	0	253	254	0	0	53	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	122	128	22	
24	0	0	22	23	23	24	0	0	82	83	83	83	83	83	83	83	84	0	0	267	268	0	0	67	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	84	128	22	
