# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	Assets\Images\gimmick.png	0	0	254	306
2	Assets\Images\enemies.png	57	189	254	880
3 	Assets\Images\bosses.png	0	0	254	1298
4 	Assets\Images\hazards.png	204	102	185	341
5 	Assets\Images\prizes.png	60	188	253	50
6 	Assets\Images\items.png	1	2	3	128
10	Assets\Images\stage1.png	215	121	214	500
11	Assets\Images\stage2.png	215	121	214	240
12	Assets\Images\stage3.png	215	121	214	240

# id	left	top	right	bottom	texture_id
[SPRITES]
	# gimmick				
	# RIGHT				
	# standing still				
100101	417	0	442	25	1
100102	442	0	467	25	1
	# walking				
100201	417	25	442	50	1
100202	442	25	467	50	1
100203	467	25	492	50	1
100204	492	25	517	50	1
100205	517	25	542	50	1
100206	542	25	567	50	1
	# jumping				
100301	417	50	442	75	1
	# sliding				
100302	442	50	467	75	1
	# getting damaged				
100401	417	75	442	100	1
100402	442	75	467	100	1
100403	467	75	492	100	1
100404	492	75	517	100	1
100405	517	75	542	100	1
100406	542	75	567	100	1
100407	567	75	592	100	1
100408	592	75	617	100	1
100409	617	75	642	100	1
100410	642	75	667	100	1
100411	667	75	692	100	1
			
	#empty
100303	550	50	467	75	1
110303	550	50	467	75	1

	# stars				
	# small				
100601	426	144	436	154	1
100602	438	144	448	154	1
					
	#big				
100603	528	176	559	207	1
100604	560	176	591	207	1
100605	592	176	623	207	1
100606	624	176	655	207	1
100607	656	176	687	207	1
100608	528	208	559	239	1
100609	560	208	591	239	1
100610	592	208	623	239	1
100611	624	208	655	239	1
100612	656	208	687	239	1
					
	# normal				
100613	702	145	718	161	1
100614	720	145	736	161	1
					
	# smoke				
100615	741	145	757	161	1
100616	759	145	775	161	1
100617	777	145	793	161	1
100618	795	145	811	161	1
100619	813	145	827	161	1
					
	# bomb				
101001	419	224	435	240	1
					
	#tiny stars				
101002	436	229	444	237	1
101004	448	229	456	237	1
101006	462	229	470	237	1
101008	481	229	489	237	1
	#fire
100901	423	189	439	205	1
100902	441	189	457	205	1
100903	459	189	475	205	1

100801	422	172	428	184	1
100802	431	172	437	184	1
100803	438	172	444	184	1
